Inventory_ID,ID (SKU),Size,Color,Qty_on_hand,Qty_reserved,Qty_available,Qty_incoming,Reorder_point,Reorder_qty,Stock_status,Warehouse_location,Cost_price(INR),Supplier_ID,Last_restocked_at,Updated_at
APL-TOP-F-026-L-PLU,APL-TOP-F-026,L,Plum,69,5,64,0,18,72,in_stock,BLR-FC1-D03-R5,463,SUP-003,2026-07-01,2026-07-02
APL-TOP-F-026-XL-PLU,APL-TOP-F-026,XL,Plum,45,1,44,0,12,48,in_stock,BLR-FC1-D11-R3,463,SUP-003,2026-06-16,2026-07-03
APL-TOP-F-026-XXL-PLU,APL-TOP-F-026,XXL,Plum,7,0,7,30,7,30,low_stock,BLR-FC1-B15-R4,463,SUP-003,2026-05-30,2026-06-25
APL-TOP-F-026-XS-SKY,APL-TOP-F-026,XS,Sky,16,1,15,0,6,24,in_stock,BLR-FC1-A03-R2,463,SUP-003,2026-05-28,2026-07-12
APL-TOP-F-026-S-SKY,APL-TOP-F-026,S,Sky,0,0,0,0,12,48,out_of_stock,BLR-FC1-C05-R1,463,SUP-003,2026-05-21,2026-06-12
APL-TOP-F-026-M-SKY,APL-TOP-F-026,M,Sky,0,0,0,78,19,78,out_of_stock,BLR-FC1-B01-R4,463,SUP-003,2026-06-16,2026-07-01
APL-TOP-F-026-L-SKY,APL-TOP-F-026,L,Sky,48,0,48,0,18,72,in_stock,BLR-FC1-B05-R2,463,SUP-003,2026-06-10,2026-07-03
APL-TOP-F-026-XL-SKY,APL-TOP-F-026,XL,Sky,10,0,10,0,12,48,low_stock,BLR-FC1-A03-R2,463,SUP-003,2026-07-11,2026-07-18
APL-TOP-F-026-XXL-SKY,APL-TOP-F-026,XXL,Sky,0,0,0,0,7,30,out_of_stock,BLR-FC1-C04-R1,463,SUP-003,2026-06-18,2026-06-19
APL-BTM-F-027-XS-BLA,APL-BTM-F-027,XS,Black,0,0,0,48,12,48,out_of_stock,MUM-FC1-B12-R2,955,SUP-006,2026-05-13,2026-06-17
APL-BTM-F-027-S-BLA,APL-BTM-F-027,S,Black,20,1,19,0,24,96,low_stock,MUM-FC1-D14-R5,955,SUP-006,2026-06-20,2026-06-21
APL-BTM-F-027-M-BLA,APL-BTM-F-027,M,Black,104,10,94,0,39,156,in_stock,MUM-FC1-B18-R1,955,SUP-006,2026-06-07,2026-06-29
APL-BTM-F-027-L-BLA,APL-BTM-F-027,L,Black,141,11,130,0,36,144,in_stock,MUM-FC1-C06-R1,955,SUP-006,2026-05-30,2026-07-07
APL-BTM-F-027-XL-BLA,APL-BTM-F-027,XL,Black,74,0,74,0,24,96,in_stock,MUM-FC1-E12-R5,955,SUP-006,2026-05-19,2026-05-29
APL-BTM-F-027-XXL-BLA,APL-BTM-F-027,XXL,Black,40,4,36,0,15,60,in_stock,MUM-FC1-A08-R5,955,SUP-006,2026-06-08,2026-06-30
APL-BTM-F-027-XS-IND,APL-BTM-F-027,XS,Indigo,64,2,62,0,12,48,in_stock,MUM-FC1-F12-R5,955,SUP-006,2026-04-23,2026-06-07
APL-BTM-F-027-S-IND,APL-BTM-F-027,S,Indigo,130,3,127,0,24,96,in_stock,MUM-FC1-D18-R3,955,SUP-006,2026-05-12,2026-07-13
APL-BTM-F-027-M-IND,APL-BTM-F-027,M,Indigo,98,0,98,0,39,156,in_stock,MUM-FC1-C20-R2,955,SUP-006,2026-05-06,2026-06-18
APL-BTM-F-027-L-IND,APL-BTM-F-027,L,Indigo,168,8,160,144,36,144,in_stock,MUM-FC1-E05-R1,955,SUP-006,2026-06-26,2026-07-07
APL-BTM-F-027-XL-IND,APL-BTM-F-027,XL,Indigo,131,7,124,0,24,96,in_stock,MUM-FC1-C11-R2,955,SUP-006,2026-05-10,2026-07-04
APL-BTM-F-027-XXL-IND,APL-BTM-F-027,XXL,Indigo,74,1,73,0,15,60,in_stock,MUM-FC1-F20-R3,955,SUP-006,2026-05-18,2026-06-29
APL-BTM-F-028-XS-BLA,APL-BTM-F-028,XS,Black,28,0,28,0,6,24,in_stock,DEL-FC1-E13-R5,614,SUP-003,2026-04-24,2026-05-17
APL-BTM-F-028-S-BLA,APL-BTM-F-028,S,Black,51,1,50,0,12,48,in_stock,DEL-FC1-D05-R3,614,SUP-003,2026-04-29,2026-05-29
APL-BTM-F-028-M-BLA,APL-BTM-F-028,M,Black,68,9,59,0,19,78,in_stock,DEL-FC1-F11-R4,614,SUP-003,2026-04-21,2026-05-24
APL-BTM-F-028-L-BLA,APL-BTM-F-028,L,Black,55,6,49,0,18,72,in_stock,DEL-FC1-A13-R4,614,SUP-003,2026-06-12,2026-06-22
APL-BTM-F-028-XL-BLA,APL-BTM-F-028,XL,Black,62,5,57,0,12,48,in_stock,DEL-FC1-D19-R2,614,SUP-003,2026-05-10,2026-07-06
APL-BTM-F-028-XXL-BLA,APL-BTM-F-028,XXL,Black,19,0,19,0,7,30,in_stock,DEL-FC1-A11-R2,614,SUP-003,2026-06-07,2026-06-17
APL-BTM-F-028-XS-PLU,APL-BTM-F-028,XS,Plum,28,0,28,0,6,24,in_stock,DEL-FC1-E16-R1,614,SUP-003,2026-06-14,2026-06-24
APL-BTM-F-028-S-PLU,APL-BTM-F-028,S,Plum,6,0,6,48,12,48,low_stock,DEL-FC1-F18-R5,614,SUP-003,2026-05-23,2026-07-04
APL-BTM-F-028-M-PLU,APL-BTM-F-028,M,Plum,19,1,18,78,19,78,low_stock,DEL-FC1-A12-R1,614,SUP-003,2026-06-13,2026-06-18
APL-BTM-F-028-L-PLU,APL-BTM-F-028,L,Plum,60,1,59,72,18,72,in_stock,DEL-FC1-B10-R1,614,SUP-003,2026-06-19,2026-07-16
APL-BTM-F-028-XL-PLU,APL-BTM-F-028,XL,Plum,33,4,29,0,12,48,in_stock,DEL-FC1-F18-R4,614,SUP-003,2026-05-13,2026-06-29
APL-BTM-F-028-XXL-PLU,APL-BTM-F-028,XXL,Plum,39,1,38,0,7,30,in_stock,DEL-FC1-B09-R5,614,SUP-003,2026-04-27,2026-05-16
APL-BTM-F-029-XS-BLA,APL-BTM-F-029,XS,Black,27,3,24,0,6,24,in_stock,BLR-FC1-A13-R5,740,SUP-008,2026-06-12,2026-07-16
APL-BTM-F-029-S-BLA,APL-BTM-F-029,S,Black,55,1,54,0,12,48,in_stock,BLR-FC1-D02-R5,740,SUP-008,2026-07-02,2026-07-18
APL-BTM-F-029-M-BLA,APL-BTM-F-029,M,Black,96,1,95,0,19,78,in_stock,BLR-FC1-B06-R2,740,SUP-008,2026-05-14,2026-05-30
APL-BTM-F-029-L-BLA,APL-BTM-F-029,L,Black,45,1,44,0,18,72,in_stock,BLR-FC1-B20-R3,740,SUP-008,2026-05-30,2026-07-15
APL-BTM-F-029-XL-BLA,APL-BTM-F-029,XL,Black,63,3,60,0,12,48,in_stock,BLR-FC1-C17-R4,740,SUP-008,2026-04-21,2026-07-09
APL-BTM-F-029-XXL-BLA,APL-BTM-F-029,XXL,Black,2,0,2,0,7,30,low_stock,BLR-FC1-A04-R5,740,SUP-008,2026-05-02,2026-06-07
APL-BTM-F-029-XS-BEI,APL-BTM-F-029,XS,Beige,31,1,30,0,6,24,in_stock,BLR-FC1-E20-R4,740,SUP-008,2026-04-24,2026-05-16
APL-BTM-F-029-S-BEI,APL-BTM-F-029,S,Beige,39,4,35,48,12,48,in_stock,BLR-FC1-C08-R1,740,SUP-008,2026-06-19,2026-07-18
APL-BTM-F-029-M-BEI,APL-BTM-F-029,M,Beige,63,7,56,0,19,78,in_stock,BLR-FC1-D04-R2,740,SUP-008,2026-05-07,2026-06-14
APL-BTM-F-029-L-BEI,APL-BTM-F-029,L,Beige,99,4,95,0,18,72,in_stock,BLR-FC1-F03-R2,740,SUP-008,2026-06-15,2026-06-28
APL-BTM-F-029-XL-BEI,APL-BTM-F-029,XL,Beige,63,4,59,0,12,48,in_stock,BLR-FC1-A17-R2,740,SUP-008,2026-04-28,2026-06-06
APL-BTM-F-029-XXL-BEI,APL-BTM-F-029,XXL,Beige,35,2,33,0,7,30,in_stock,BLR-FC1-B07-R2,740,SUP-008,2026-04-27,2026-05-28
APL-BTM-F-030-XS-BLU,APL-BTM-F-030,XS,Blush Pink,55,4,51,0,12,48,in_stock,DEL-FC1-A01-R2,583,SUP-007,2026-06-06,2026-07-07
APL-BTM-F-030-S-BLU,APL-BTM-F-030,S,Blush Pink,103,9,94,0,24,96,in_stock,DEL-FC1-B09-R1,583,SUP-007,2026-05-26,2026-05-27
APL-BTM-F-030-M-BLU,APL-BTM-F-030,M,Blush Pink,141,20,121,0,39,156,in_stock,DEL-FC1-F08-R2,583,SUP-007,2026-05-24,2026-07-04
APL-BTM-F-030-L-BLU,APL-BTM-F-030,L,Blush Pink,0,0,0,0,36,144,out_of_stock,DEL-FC1-F01-R4,583,SUP-007,2026-05-06,2026-05-28
APL-BTM-F-030-XL-BLU,APL-BTM-F-030,XL,Blush Pink,0,0,0,96,24,96,out_of_stock,DEL-FC1-C09-R4,583,SUP-007,2026-06-07,2026-06-29
APL-BTM-F-030-XXL-BLU,APL-BTM-F-030,XXL,Blush Pink,58,4,54,0,15,60,in_stock,DEL-FC1-E04-R1,583,SUP-007,2026-06-24,2026-07-15
APL-BTM-F-030-XS-NAV,APL-BTM-F-030,XS,Navy,65,5,60,0,12,48,in_stock,DEL-FC1-F04-R4,583,SUP-007,2026-04-28,2026-06-10
APL-BTM-F-030-S-NAV,APL-BTM-F-030,S,Navy,133,5,128,0,24,96,in_stock,DEL-FC1-F10-R2,583,SUP-007,2026-05-09,2026-07-14
APL-BTM-F-030-M-NAV,APL-BTM-F-030,M,Navy,189,22,167,0,39,156,in_stock,DEL-FC1-F11-R2,583,SUP-007,2026-04-23,2026-07-15
APL-BTM-F-030-L-NAV,APL-BTM-F-030,L,Navy,143,8,135,0,36,144,in_stock,DEL-FC1-E19-R2,583,SUP-007,2026-06-02,2026-07-18
APL-BTM-F-030-XL-NAV,APL-BTM-F-030,XL,Navy,112,7,105,0,24,96,in_stock,DEL-FC1-C17-R3,583,SUP-007,2026-05-11,2026-06-03
APL-BTM-F-030-XXL-NAV,APL-BTM-F-030,XXL,Navy,50,5,45,0,15,60,in_stock,DEL-FC1-B11-R1,583,SUP-007,2026-05-18,2026-06-09
APL-BTM-F-031-XS-LIG,APL-BTM-F-031,XS,Light Blue,29,1,28,0,6,24,in_stock,DEL-FC1-D02-R5,528,SUP-006,2026-07-03,2026-07-05
APL-BTM-F-031-S-LIG,APL-BTM-F-031,S,Light Blue,11,0,11,48,12,48,low_stock,DEL-FC1-A05-R2,528,SUP-006,2026-05-15,2026-06-27
APL-BTM-F-031-M-LIG,APL-BTM-F-031,M,Light Blue,72,4,68,0,19,78,in_stock,DEL-FC1-F06-R1,528,SUP-006,2026-06-21,2026-07-01
APL-BTM-F-031-L-LIG,APL-BTM-F-031,L,Light Blue,79,0,79,0,18,72,in_stock,DEL-FC1-B19-R2,528,SUP-006,2026-06-21,2026-07-16
APL-BTM-F-031-XL-LIG,APL-BTM-F-031,XL,Light Blue,58,5,53,0,12,48,in_stock,DEL-FC1-D13-R1,528,SUP-006,2026-04-24,2026-07-01
APL-BTM-F-031-XXL-LIG,APL-BTM-F-031,XXL,Light Blue,3,0,3,30,7,30,low_stock,DEL-FC1-A01-R2,528,SUP-006,2026-05-18,2026-07-01
APL-BTM-F-032-XS-BLA,APL-BTM-F-032,XS,Black,9,1,8,0,5,20,in_stock,BLR-FC1-C15-R5,779,SUP-002,2026-07-05,2026-07-13
APL-BTM-F-032-S-BLA,APL-BTM-F-032,S,Black,17,0,17,0,5,20,in_stock,BLR-FC1-C07-R2,779,SUP-002,2026-06-10,2026-06-11
APL-BTM-F-032-M-BLA,APL-BTM-F-032,M,Black,1,0,1,32,8,32,low_stock,BLR-FC1-C02-R4,779,SUP-002,2026-07-10,2026-07-14
APL-BTM-F-032-L-BLA,APL-BTM-F-032,L,Black,36,0,36,0,7,30,in_stock,BLR-FC1-A02-R1,779,SUP-002,2026-06-12,2026-07-10
APL-BTM-F-032-XL-BLA,APL-BTM-F-032,XL,Black,18,0,18,0,5,20,in_stock,BLR-FC1-F01-R3,779,SUP-002,2026-06-12,2026-06-18
APL-BTM-F-032-XXL-BLA,APL-BTM-F-032,XXL,Black,14,0,14,0,5,20,in_stock,BLR-FC1-A17-R5,779,SUP-002,2026-05-05,2026-06-10
APL-BTM-F-032-XS-TAU,APL-BTM-F-032,XS,Taupe,0,0,0,20,5,20,out_of_stock,BLR-FC1-B09-R5,779,SUP-002,2026-05-15,2026-06-29
APL-BTM-F-032-S-TAU,APL-BTM-F-032,S,Taupe,4,0,4,0,5,20,low_stock,BLR-FC1-D11-R2,779,SUP-002,2026-04-20,2026-04-21
APL-BTM-F-032-M-TAU,APL-BTM-F-032,M,Taupe,36,3,33,0,8,32,in_stock,BLR-FC1-A17-R1,779,SUP-002,2026-05-02,2026-06-03
APL-BTM-F-032-L-TAU,APL-BTM-F-032,L,Taupe,33,1,32,0,7,30,in_stock,BLR-FC1-B02-R3,779,SUP-002,2026-06-05,2026-07-18
APL-BTM-F-032-XL-TAU,APL-BTM-F-032,XL,Taupe,1,0,1,20,5,20,low_stock,BLR-FC1-F06-R3,779,SUP-002,2026-06-04,2026-07-02
APL-BTM-F-032-XXL-TAU,APL-BTM-F-032,XXL,Taupe,17,0,17,0,5,20,in_stock,BLR-FC1-A13-R4,779,SUP-002,2026-06-17,2026-07-04
APL-BTM-F-033-XS-GRE,APL-BTM-F-033,XS,Grey Melange,12,0,12,0,5,20,in_stock,DEL-FC1-A06-R1,646,SUP-003,2026-06-12,2026-07-12
APL-BTM-F-033-S-GRE,APL-BTM-F-033,S,Grey Melange,24,1,23,0,5,20,in_stock,DEL-FC1-A05-R4,646,SUP-003,2026-06-21,2026-06-24
APL-BTM-F-033-M-GRE,APL-BTM-F-033,M,Grey Melange,6,0,6,0,8,32,low_stock,DEL-FC1-E19-R5,646,SUP-003,2026-05-18,2026-07-18
APL-BTM-F-033-L-GRE,APL-BTM-F-033,L,Grey Melange,34,3,31,0,7,30,in_stock,DEL-FC1-F08-R4,646,SUP-003,2026-06-03,2026-07-15
APL-BTM-F-033-XL-GRE,APL-BTM-F-033,XL,Grey Melange,22,1,21,0,5,20,in_stock,DEL-FC1-A01-R2,646,SUP-003,2026-06-23,2026-07-08
APL-BTM-F-033-XXL-GRE,APL-BTM-F-033,XXL,Grey Melange,2,0,2,20,5,20,low_stock,DEL-FC1-C02-R5,646,SUP-003,2026-05-18,2026-06-22
APL-BTM-F-033-XS-ROS,APL-BTM-F-033,XS,Rosewood,11,0,11,0,5,20,in_stock,DEL-FC1-D03-R4,646,SUP-003,2026-06-16,2026-07-06
APL-BTM-F-033-S-ROS,APL-BTM-F-033,S,Rosewood,13,0,13,0,5,20,in_stock,DEL-FC1-E18-R1,646,SUP-003,2026-05-01,2026-07-17
APL-BTM-F-033-M-ROS,APL-BTM-F-033,M,Rosewood,44,3,41,0,8,32,in_stock,DEL-FC1-D11-R3,646,SUP-003,2026-04-26,2026-05-24
APL-BTM-F-033-L-ROS,APL-BTM-F-033,L,Rosewood,38,3,35,0,7,30,in_stock,DEL-FC1-C15-R1,646,SUP-003,2026-05-02,2026-05-30
APL-BTM-F-033-XL-ROS,APL-BTM-F-033,XL,Rosewood,12,1,11,0,5,20,in_stock,DEL-FC1-C04-R1,646,SUP-003,2026-05-11,2026-07-13
APL-BTM-F-033-XXL-ROS,APL-BTM-F-033,XXL,Rosewood,8,0,8,0,5,20,in_stock,DEL-FC1-B04-R4,646,SUP-003,2026-05-17,2026-06-15
APL-BTM-F-034-XS-BLA,APL-BTM-F-034,XS,Black,6,0,6,0,5,20,in_stock,DEL-FC1-D15-R5,536,SUP-006,2026-06-23,2026-06-27
APL-BTM-F-034-S-BLA,APL-BTM-F-034,S,Black,0,0,0,20,5,20,out_of_stock,DEL-FC1-E14-R5,536,SUP-006,2026-06-20,2026-07-06
APL-BTM-F-034-M-BLA,APL-BTM-F-034,M,Black,39,1,38,0,8,32,in_stock,DEL-FC1-A13-R5,536,SUP-006,2026-07-06,2026-07-11
APL-BTM-F-034-L-BLA,APL-BTM-F-034,L,Black,30,4,26,0,7,30,in_stock,DEL-FC1-C13-R3,536,SUP-006,2026-05-27,2026-06-24
APL-BTM-F-034-XL-BLA,APL-BTM-F-034,XL,Black,24,3,21,0,5,20,in_stock,DEL-FC1-F18-R3,536,SUP-006,2026-06-29,2026-07-05
APL-BTM-F-034-XXL-BLA,APL-BTM-F-034,XXL,Black,9,0,9,0,5,20,in_stock,DEL-FC1-F06-R5,536,SUP-006,2026-06-28,2026-07-18
APL-BTM-F-034-XS-DEE,APL-BTM-F-034,XS,Deep Blue,0,0,0,20,5,20,out_of_stock,DEL-FC1-D19-R5,536,SUP-006,2026-07-14,2026-07-17
APL-BTM-F-034-S-DEE,APL-BTM-F-034,S,Deep Blue,22,2,20,0,5,20,in_stock,DEL-FC1-A17-R1,536,SUP-006,2026-04-23,2026-06-10
APL-BTM-F-034-M-DEE,APL-BTM-F-034,M,Deep Blue,23,2,21,0,8,32,in_stock,DEL-FC1-C09-R2,536,SUP-006,2026-04-27,2026-06-03
APL-BTM-F-034-L-DEE,APL-BTM-F-034,L,Deep Blue,22,1,21,0,7,30,in_stock,DEL-FC1-F18-R2,536,SUP-006,2026-07-11,2026-07-17
APL-BTM-F-034-XL-DEE,APL-BTM-F-034,XL,Deep Blue,15,0,15,0,5,20,in_stock,DEL-FC1-D13-R4,536,SUP-006,2026-05-30,2026-07-04
APL-BTM-F-034-XXL-DEE,APL-BTM-F-034,XXL,Deep Blue,8,1,7,0,5,20,in_stock,DEL-FC1-D08-R3,536,SUP-006,2026-07-04,2026-07-12
APL-ACC-M-035-FS-GOL,APL-ACC-M-035,Free Size,Gold-Green,246,25,221,0,45,180,in_stock,MUM-FC1-B17-R1,413,SUP-009,2026-06-07,2026-06-09
APL-ACC-M-035-FS-SIL,APL-ACC-M-035,Free Size,Silver-Grey,38,4,34,180,45,180,low_stock,MUM-FC1-D05-R1,413,SUP-009,2026-05-09,2026-06-19
APL-ACC-M-036-FS-MAT,APL-ACC-M-036,Free Size,Matte Black,196,16,180,0,45,180,in_stock,MUM-FC1-F11-R5,409,SUP-009,2026-05-18,2026-07-18
APL-ACC-F-037-FS-TOR,APL-ACC-F-037,Free Size,Tortoise,261,13,248,0,90,360,in_stock,MUM-FC1-F11-R3,391,SUP-009,2026-06-05,2026-06-23
APL-ACC-F-037-FS-GLO,APL-ACC-F-037,Free Size,Glossy Black,278,41,237,0,90,360,in_stock,MUM-FC1-F01-R1,391,SUP-009,2026-07-14,2026-07-16
APL-ACC-F-038-FS-ROS,APL-ACC-F-038,Free Size,Rose Gold,21,1,20,0,45,180,low_stock,MUM-FC1-A13-R3,480,SUP-009,2026-06-28,2026-07-07
APL-ACC-F-038-FS-GUN,APL-ACC-F-038,Free Size,Gunmetal,111,8,103,0,45,180,in_stock,MUM-FC1-D02-R3,480,SUP-009,2026-07-12,2026-07-13
APL-ACC-M-039-FS-BLA,APL-ACC-M-039,Free Size,Black-Red,132,0,132,0,45,180,in_stock,BLR-FC1-F07-R4,512,SUP-004,2026-05-03,2026-05-29
APL-ACC-M-039-FS-BLR,APL-ACC-M-039,Free Size,Black-Blue,227,14,213,0,45,180,in_stock,BLR-FC1-A05-R1,512,SUP-004,2026-06-17,2026-07-08
APL-ACC-F-040-FS-GLO,APL-ACC-F-040,Free Size,Glossy Black,444,15,429,0,90,360,in_stock,BLR-FC1-D15-R4,471,SUP-007,2026-06-14,2026-07-04
APL-ACC-F-040-FS-IVO,APL-ACC-F-040,Free Size,Ivory,220,21,199,0,90,360,in_stock,BLR-FC1-F19-R1,471,SUP-007,2026-04-29,2026-06-13
APL-ACC-M-041-FS-BLA,APL-ACC-M-041,Free Size,Black,0,0,0,0,18,75,out_of_stock,MUM-FC1-D13-R4,318,SUP-004,2026-07-13,2026-07-13
APL-ACC-M-041-FS-OLI,APL-ACC-M-041,Free Size,Olive,13,1,12,0,18,75,low_stock,MUM-FC1-C05-R3,318,SUP-004,2026-07-15,2026-07-17
APL-ACC-M-041-FS-STO,APL-ACC-M-041,Free Size,Stone,0,0,0,0,18,75,out_of_stock,MUM-FC1-B04-R1,318,SUP-004,2026-04-20,2026-07-02
APL-ACC-M-042-FS-BLA,APL-ACC-M-042,Free Size,Black,151,7,144,0,45,180,in_stock,BLR-FC1-F17-R2,424,SUP-003,2026-05-10,2026-06-02
APL-ACC-M-042-FS-NEO,APL-ACC-M-042,Free Size,Neon Lime,139,3,136,0,45,180,in_stock,BLR-FC1-A18-R4,424,SUP-003,2026-07-11,2026-07-12
APL-ACC-F-043-FS-NAT,APL-ACC-F-043,Free Size,Natural,136,7,129,0,45,180,in_stock,BLR-FC1-B04-R3,469,SUP-008,2026-07-08,2026-07-09
APL-ACC-F-043-FS-BLU,APL-ACC-F-043,Free Size,Blush,237,21,216,0,45,180,in_stock,BLR-FC1-E05-R5,469,SUP-008,2026-07-01,2026-07-12
APL-ACC-F-044-FS-RUS,APL-ACC-F-044,Free Size,Rust,45,4,41,0,18,75,in_stock,BLR-FC1-C05-R3,434,SUP-001,2026-06-20,2026-07-04
APL-ACC-F-044-FS-FOR,APL-ACC-F-044,Free Size,Forest Green,71,1,70,0,18,75,in_stock,BLR-FC1-A09-R2,434,SUP-001,2026-06-27,2026-07-03
APL-ACC-M-045-FS-CHA,APL-ACC-M-045,Free Size,Charcoal,212,20,192,0,45,180,in_stock,BLR-FC1-E13-R5,371,SUP-004,2026-05-17,2026-07-14
APL-ACC-M-045-FS-MUS,APL-ACC-M-045,Free Size,Mustard,113,9,104,0,45,180,in_stock,BLR-FC1-B12-R4,371,SUP-004,2026-05-18,2026-07-14
APL-ACC-M-046-S-WHI,APL-ACC-M-046,S,White,6,0,6,0,10,42,low_stock,DEL-FC1-E06-R5,252,SUP-010,2026-05-07,2026-07-03
APL-ACC-M-046-M-WHI,APL-ACC-M-046,M,White,52,6,46,0,18,72,in_stock,DEL-FC1-F16-R3,252,SUP-010,2026-04-25,2026-05-23
APL-ACC-M-046-L-WHI,APL-ACC-M-046,L,White,65,2,63,0,13,54,in_stock,DEL-FC1-E12-R4,252,SUP-010,2026-06-19,2026-07-18
APL-ACC-M-046-S-BLA,APL-ACC-M-046,S,Black,0,0,0,0,10,42,out_of_stock,DEL-FC1-C04-R5,252,SUP-010,2026-07-10,2026-07-14
APL-ACC-M-046-M-BLA,APL-ACC-M-046,M,Black,91,2,89,0,18,72,in_stock,DEL-FC1-C19-R1,252,SUP-010,2026-06-25,2026-07-03
APL-ACC-M-046-L-BLA,APL-ACC-M-046,L,Black,48,2,46,0,13,54,in_stock,DEL-FC1-D16-R5,252,SUP-010,2026-04-20,2026-06-23
APL-ACC-M-046-S-GRE,APL-ACC-M-046,S,Grey,54,4,50,0,10,42,in_stock,DEL-FC1-B06-R2,252,SUP-010,2026-06-05,2026-07-13
APL-ACC-M-046-M-GRE,APL-ACC-M-046,M,Grey,84,10,74,0,18,72,in_stock,DEL-FC1-D16-R4,252,SUP-010,2026-05-16,2026-06-05
APL-ACC-M-046-L-GRE,APL-ACC-M-046,L,Grey,60,1,59,0,13,54,in_stock,DEL-FC1-B17-R1,252,SUP-010,2026-07-02,2026-07-06
APL-ACC-F-047-S-BEI,APL-ACC-F-047,S,Beige,85,8,77,0,21,84,in_stock,BLR-FC1-F10-R1,212,SUP-010,2026-05-17,2026-06-14
APL-ACC-F-047-M-BEI,APL-ACC-F-047,M,Beige,156,5,151,0,36,144,in_stock,BLR-FC1-B19-R2,212,SUP-010,2026-07-08,2026-07-18
APL-ACC-F-047-L-BEI,APL-ACC-F-047,L,Beige,108,14,94,0,27,108,in_stock,BLR-FC1-A08-R4,212,SUP-010,2026-06-08,2026-06-16
APL-ACC-F-047-S-WHI,APL-ACC-F-047,S,White,57,4,53,0,21,84,in_stock,BLR-FC1-B20-R1,212,SUP-010,2026-05-12,2026-07-11
APL-ACC-F-047-M-WHI,APL-ACC-F-047,M,White,190,15,175,0,36,144,in_stock,BLR-FC1-A16-R2,212,SUP-010,2026-07-06,2026-07-14
APL-ACC-F-047-L-WHI,APL-ACC-F-047,L,White,136,13,123,0,27,108,in_stock,BLR-FC1-C02-R5,212,SUP-010,2026-06-13,2026-06-27
APL-ACC-F-047-S-BLA,APL-ACC-F-047,S,Black,113,5,108,0,21,84,in_stock,BLR-FC1-F19-R1,212,SUP-010,2026-06-13,2026-06-21
APL-ACC-F-047-M-BLA,APL-ACC-F-047,M,Black,115,1,114,0,36,144,in_stock,BLR-FC1-E14-R3,212,SUP-010,2026-05-14,2026-05-14
APL-ACC-F-047-L-BLA,APL-ACC-F-047,L,Black,126,2,124,108,27,108,in_stock,BLR-FC1-F07-R3,212,SUP-010,2026-06-11,2026-07-04
APL-ACC-M-048-S-BLA,APL-ACC-M-048,S,Black-Lime,67,3,64,0,21,84,in_stock,MUM-FC1-F13-R2,361,SUP-003,2026-06-11,2026-07-16
APL-ACC-M-048-M-BLA,APL-ACC-M-048,M,Black-Lime,176,14,162,0,36,144,in_stock,MUM-FC1-C19-R3,361,SUP-003,2026-06-09,2026-06-17
APL-ACC-M-048-L-BLA,APL-ACC-M-048,L,Black-Lime,138,9,129,0,27,108,in_stock,MUM-FC1-B04-R2,361,SUP-003,2026-06-24,2026-07-06
APL-ACC-M-048-S-WHI,APL-ACC-M-048,S,White-Blue,103,10,93,0,21,84,in_stock,MUM-FC1-D01-R1,361,SUP-003,2026-05-08,2026-07-07
APL-ACC-M-048-M-WHI,APL-ACC-M-048,M,White-Blue,15,0,15,0,36,144,low_stock,MUM-FC1-F13-R4,361,SUP-003,2026-07-07,2026-07-17
APL-ACC-M-048-L-WHI,APL-ACC-M-048,L,White-Blue,109,15,94,0,27,108,in_stock,MUM-FC1-F16-R4,361,SUP-003,2026-04-21,2026-05-16
APL-ACC-F-049-S-CRE,APL-ACC-F-049,S,Cream-Fair Isle,0,0,0,20,5,20,out_of_stock,MUM-FC1-E08-R5,322,SUP-010,2026-05-11,2026-05-15
APL-ACC-F-049-M-CRE,APL-ACC-F-049,M,Cream-Fair Isle,26,0,26,0,7,30,in_stock,MUM-FC1-D12-R4,322,SUP-010,2026-06-10,2026-07-17
APL-ACC-F-049-L-CRE,APL-ACC-F-049,L,Cream-Fair Isle,0,0,0,22,5,22,out_of_stock,MUM-FC1-A18-R3,322,SUP-010,2026-06-30,2026-07-18
APL-ACC-F-049-S-BER,APL-ACC-F-049,S,Berry,15,1,14,0,5,20,in_stock,MUM-FC1-D19-R1,322,SUP-010,2026-05-23,2026-06-03
APL-ACC-F-049-M-BER,APL-ACC-F-049,M,Berry,3,0,3,30,7,30,low_stock,MUM-FC1-E09-R5,322,SUP-010,2026-07-02,2026-07-10
APL-ACC-F-049-L-BER,APL-ACC-F-049,L,Berry,25,2,23,0,5,22,in_stock,MUM-FC1-D15-R5,322,SUP-010,2026-04-23,2026-06-23
APL-ACC-F-050-S-WHI,APL-ACC-F-050,S,White,103,12,91,0,21,84,in_stock,MUM-FC1-C17-R5,195,SUP-010,2026-04-21,2026-05-24
APL-ACC-F-050-M-WHI,APL-ACC-F-050,M,White,114,14,100,0,36,144,in_stock,MUM-FC1-B16-R3,195,SUP-010,2026-06-04,2026-06-17
APL-ACC-F-050-L-WHI,APL-ACC-F-050,L,White,142,14,128,0,27,108,in_stock,MUM-FC1-D07-R2,195,SUP-010,2026-05-20,2026-07-14
APL-ACC-F-050-S-BLA,APL-ACC-F-050,S,Black,68,8,60,0,21,84,in_stock,MUM-FC1-A04-R1,195,SUP-010,2026-07-15,2026-07-18
