Order_item_ID,Order_ID,Customer_ID,Order_date,ID (SKU),Inventory_ID,Size,Color,Quantity,Unit_price(INR),Line_total(INR),Payment_method,Payment_status,Order_status,Warehouse_shipped_from,Courier_partner,Tracking_number,Shipped_at,Expected_delivery,Delivered_at,Return_reason,Shipping_city,Shipping_pincode
OI-000203,ORD-2026-000128,CUST-0071,2026-06-23 19:54,APL-BTM-F-078,APL-BTM-F-078-L-DAR,L,Dark Blue,1,1999,1999,COD,paid,delivered,MUM-FC1,Bluedart,AWB5799401648,2026-06-24,2026-06-26,2026-06-28,,Lucknow,226001
OI-000204,ORD-2026-000128,CUST-0071,2026-06-23 19:54,APL-BTM-M-064,APL-BTM-M-064-XL-NAV,XL,Navy,1,999,999,COD,paid,delivered,MUM-FC1,Bluedart,AWB5799401648,2026-06-24,2026-06-26,2026-06-28,,Lucknow,226001
OI-000205,ORD-2026-000128,CUST-0071,2026-06-23 19:54,APL-TOP-F-024,APL-TOP-F-024-XXL-GRE,XXL,Grey,1,1499,1499,COD,paid,delivered,MUM-FC1,Bluedart,AWB5799401648,2026-06-24,2026-06-26,2026-06-28,,Lucknow,226001
OI-000206,ORD-2026-000129,CUST-0075,2026-06-23 17:24,APL-BTM-F-032,APL-BTM-F-032-M-BLA,M,Black,1,1799,1799,Credit/Debit Card,refunded,returned,BLR-FC1,XpressBees,AWB5917697249,2026-06-24,2026-06-30,2026-06-29,Different from images,Ahmedabad,380001
OI-000207,ORD-2026-000130,CUST-0083,2026-06-20 11:20,APL-BTM-F-080,APL-BTM-F-080-XS-COC,XS,Cocoa,1,699,699,Netbanking,paid,delivered,DEL-FC1,Delhivery,AWB7142044977,2026-06-21,2026-06-26,2026-06-25,,Bengaluru,560001
OI-000208,ORD-2026-000131,CUST-0116,2026-06-17 16:14,APL-BTM-M-066,APL-BTM-M-066-L-NAV,L,Navy,1,599,599,COD,paid,delivered,MUM-FC1,Bluedart,AWB7020001481,2026-06-17,2026-06-22,2026-06-22,,Jaipur,302001
OI-000209,ORD-2026-000131,CUST-0116,2026-06-17 16:14,APL-ACC-F-099,APL-ACC-F-099-S-PLU,S,Plum,1,599,599,COD,paid,delivered,MUM-FC1,Bluedart,AWB7020001481,2026-06-17,2026-06-22,2026-06-22,,Jaipur,302001
OI-000210,ORD-2026-000131,CUST-0116,2026-06-17 16:14,APL-TOP-F-024,APL-TOP-F-024-M-LIL,M,Lilac,3,1499,4497,COD,paid,delivered,MUM-FC1,Bluedart,AWB7020001481,2026-06-17,2026-06-22,2026-06-22,,Jaipur,302001
OI-000211,ORD-2026-000132,CUST-0080,2026-07-08 22:18,APL-BTM-M-017,APL-BTM-M-017-L-SAG,L,Sage,1,999,999,Wallet,paid,out_for_delivery,MUM-FC1,Bluedart,AWB4836012216,2026-07-11,2026-07-17,,,Kolkata,700001
OI-000212,ORD-2026-000133,CUST-0155,2026-07-18 19:26,APL-BTM-M-064,APL-BTM-M-064-XXL-COR,XXL,Coral,1,999,999,UPI,refunded,cancelled,MUM-FC1,,,,,,,Chandigarh,160017
OI-000213,ORD-2026-000134,CUST-0026,2026-06-17 11:11,APL-BTM-F-084,APL-BTM-F-084-XXL-BLA,XXL,Black,1,1499,1499,UPI,paid,delivered,MUM-FC1,DTDC,AWB1521844312,2026-06-17,2026-06-20,2026-06-19,,Lucknow,226001
OI-000214,ORD-2026-000135,CUST-0026,2026-07-15 21:29,APL-TOP-M-058,APL-TOP-M-058-XXL-WHI,XXL,White,1,599,599,UPI,paid,confirmed,MUM-FC1,,,,,,,Bengaluru,560001
OI-000215,ORD-2026-000136,CUST-0044,2026-07-18 21:57,APL-TOP-F-073,APL-TOP-F-073-S-RUS,S,Rust,1,1499,1499,UPI,paid,pending,BLR-FC1,,,,,,,Kochi,682001
OI-000216,ORD-2026-000137,CUST-0012,2026-06-19 11:14,APL-BTM-F-077,APL-BTM-F-077-S-MID,S,Mid-Blue,1,2299,2299,Wallet,refunded,cancelled,BLR-FC1,,,,,,,Delhi,110001
OI-000217,ORD-2026-000137,CUST-0012,2026-06-19 11:14,APL-TOP-M-053,APL-TOP-M-053-M-SAN,M,Sand,2,1999,3998,Wallet,refunded,cancelled,BLR-FC1,,,,,,,Delhi,110001
OI-000218,ORD-2026-000137,CUST-0012,2026-06-19 11:14,APL-TOP-F-074,APL-TOP-F-074-XL-BLA,XL,Black,1,599,599,Wallet,refunded,cancelled,BLR-FC1,,,,,,,Delhi,110001
OI-000219,ORD-2026-000138,CUST-0018,2026-06-28 19:37,APL-BTM-F-030,APL-BTM-F-030-S-BLU,S,Blush Pink,1,1499,1499,Netbanking,paid,delivered,DEL-FC1,Bluedart,AWB6834266614,2026-06-28,2026-07-01,2026-06-30,,Ahmedabad,380001
OI-000220,ORD-2026-000139,CUST-0093,2026-07-15 13:25,APL-BTM-F-083,APL-BTM-F-083-XS-BLA,XS,Black,1,1499,1499,COD,pending,confirmed,MUM-FC1,,,,,,,Pune,411001
OI-000221,ORD-2026-000140,CUST-0061,2026-07-01 08:21,APL-TOP-F-074,APL-TOP-F-074-S-CHA,S,Champagne,1,599,599,UPI,paid,delivered,BLR-FC1,DTDC,AWB2031584203,2026-07-01,2026-07-06,2026-07-04,,Hyderabad,500001
OI-000222,ORD-2026-000141,CUST-0149,2026-05-31 16:13,APL-BTM-F-029,APL-BTM-F-029-XL-BLA,XL,Black,2,1499,2998,UPI,paid,delivered,BLR-FC1,DTDC,AWB3296351847,2026-06-02,2026-06-06,2026-06-06,,Chandigarh,160017
OI-000223,ORD-2026-000141,CUST-0149,2026-05-31 16:13,APL-TOP-F-019,APL-TOP-F-019-XL-FLO,XL,Floral Coral,1,1999,1999,UPI,paid,delivered,BLR-FC1,DTDC,AWB3296351847,2026-06-02,2026-06-06,2026-06-06,,Chandigarh,160017
OI-000224,ORD-2026-000142,CUST-0132,2026-07-16 19:49,APL-BTM-F-032,APL-BTM-F-032-M-BLA,M,Black,1,1799,1799,Credit/Debit Card,paid,shipped,BLR-FC1,Delhivery,AWB3983556467,2026-07-18,2026-07-20,,,Delhi,110001
OI-000225,ORD-2026-000142,CUST-0132,2026-07-16 19:49,APL-TOP-M-054,APL-TOP-M-054-S-GRE,S,Grey Melange,2,1499,2998,Credit/Debit Card,paid,shipped,BLR-FC1,Delhivery,AWB3983556467,2026-07-18,2026-07-20,,,Delhi,110001
OI-000226,ORD-2026-000143,CUST-0018,2026-06-29 16:48,APL-TOP-F-019,APL-TOP-F-019-S-FLH,S,Floral Teal,1,1999,1999,UPI,refunded,returned,BLR-FC1,Bluedart,AWB6823538980,2026-07-01,2026-07-05,2026-07-05,Different from images,Hyderabad,500001
OI-000227,ORD-2026-000143,CUST-0018,2026-06-29 16:48,APL-ACC-F-047,APL-ACC-F-047-L-BEI,L,Beige,1,499,499,UPI,refunded,returned,BLR-FC1,Bluedart,AWB6823538980,2026-07-01,2026-07-05,2026-07-05,Changed mind,Hyderabad,500001
OI-000228,ORD-2026-000144,CUST-0177,2026-06-27 18:45,APL-ACC-F-049,APL-ACC-F-049-M-CRE,M,Cream-Fair Isle,1,599,599,Credit/Debit Card,paid,delivered,MUM-FC1,Delhivery,AWB3909490559,2026-06-27,2026-06-29,2026-07-01,,Pune,411001
OI-000229,ORD-2026-000145,CUST-0078,2026-06-14 16:19,APL-BTM-M-067,APL-BTM-M-067-XS-RUS,XS,Rust,1,1799,1799,COD,paid,delivered,MUM-FC1,XpressBees,AWB9270787923,2026-06-17,2026-06-21,2026-06-23,,Hyderabad,500001
OI-000230,ORD-2026-000145,CUST-0078,2026-06-14 16:19,APL-TOP-M-003,APL-TOP-M-003-XS-BOT,XS,Bottle Green,1,1199,1199,COD,paid,delivered,MUM-FC1,XpressBees,AWB9270787923,2026-06-17,2026-06-21,2026-06-23,,Hyderabad,500001
OI-000231,ORD-2026-000146,CUST-0168,2026-07-12 21:37,APL-TOP-F-020,APL-TOP-F-020-XS-WHI,XS,White,1,799,799,UPI,paid,delivered,DEL-FC1,Ekart,AWB8490135210,2026-07-13,2026-07-15,2026-07-19,,Mumbai,400001
OI-000232,ORD-2026-000146,CUST-0168,2026-07-12 21:37,APL-BTM-F-028,APL-BTM-F-028-M-PLU,M,Plum,1,1499,1499,UPI,paid,delivered,DEL-FC1,Ekart,AWB8490135210,2026-07-13,2026-07-15,2026-07-19,,Mumbai,400001
OI-000233,ORD-2026-000147,CUST-0109,2026-06-29 16:47,APL-TOP-M-005,APL-TOP-M-005-XXL-BEI,XXL,Beige,1,1499,1499,COD,paid,delivered,DEL-FC1,Bluedart,AWB4342562035,2026-07-01,2026-07-07,2026-07-05,,Jaipur,302001
OI-000234,ORD-2026-000147,CUST-0109,2026-06-29 16:47,APL-TOP-F-072,APL-TOP-F-072-XXL-MAU,XXL,Mauve,1,2999,2999,COD,paid,delivered,DEL-FC1,Bluedart,AWB4342562035,2026-07-01,2026-07-07,2026-07-05,,Jaipur,302001
OI-000235,ORD-2026-000148,CUST-0164,2026-07-02 08:10,APL-TOP-M-001,APL-TOP-M-001-XL-WHI,XL,White,1,499,499,UPI,paid,delivered,DEL-FC1,Bluedart,AWB8174031554,2026-07-04,2026-07-09,2026-07-06,,Chennai,600001
OI-000236,ORD-2026-000148,CUST-0164,2026-07-02 08:10,APL-TOP-F-068,APL-TOP-F-068-L-DUS,L,Dusty Rose,1,1299,1299,UPI,paid,delivered,DEL-FC1,Bluedart,AWB8174031554,2026-07-04,2026-07-09,2026-07-06,,Chennai,600001
OI-000237,ORD-2026-000149,CUST-0165,2026-07-01 22:45,APL-BTM-M-064,APL-BTM-M-064-XL-KHA,XL,Khaki,1,999,999,UPI,paid,delivered,MUM-FC1,XpressBees,AWB8585595281,2026-07-02,2026-07-05,2026-07-04,,Mumbai,400001
OI-000238,ORD-2026-000150,CUST-0125,2026-07-10 12:19,APL-TOP-M-005,APL-TOP-M-005-XS-NAV,XS,Navy,1,1499,1499,COD,paid,delivered,DEL-FC1,Ekart,AWB6853936727,2026-07-11,2026-07-17,2026-07-13,,Mumbai,400001
OI-000239,ORD-2026-000150,CUST-0125,2026-07-10 12:19,APL-TOP-M-001,APL-TOP-M-001-XS-BLA,XS,Black,3,499,1497,COD,paid,delivered,DEL-FC1,Ekart,AWB6853936727,2026-07-11,2026-07-17,2026-07-13,,Mumbai,400001
OI-000240,ORD-2026-000151,CUST-0125,2026-07-16 19:36,APL-BTM-F-034,APL-BTM-F-034-XL-DEE,XL,Deep Blue,2,1299,2598,Wallet,paid,packed,DEL-FC1,,,,,,,Ahmedabad,380001
OI-000241,ORD-2026-000152,CUST-0165,2026-06-20 19:41,APL-BTM-M-012,APL-BTM-M-012-XS-GRE,XS,Grey Melange,1,1499,1499,UPI,paid,delivered,DEL-FC1,Delhivery,AWB2580066001,2026-06-21,2026-06-25,2026-06-27,,Chandigarh,160017
OI-000242,ORD-2026-000153,CUST-0080,2026-06-30 10:41,APL-TOP-F-023,APL-TOP-F-023-L-CHA,L,Champagne,3,2299,6897,COD,paid,delivered,BLR-FC1,Ekart,AWB6224578302,2026-06-30,2026-07-02,2026-07-04,,Jaipur,302001
OI-000243,ORD-2026-000154,CUST-0155,2026-07-09 19:14,APL-ACC-F-087,APL-ACC-F-087-FS-GOL,Free Size,Gold,2,999,1998,Wallet,paid,delivered,DEL-FC1,XpressBees,AWB8400015193,2026-07-10,2026-07-13,2026-07-11,,Mumbai,400001
OI-000244,ORD-2026-000155,CUST-0131,2026-07-01 18:03,APL-BTM-F-034,APL-BTM-F-034-XL-BLA,XL,Black,1,1299,1299,UPI,paid,delivered,DEL-FC1,Bluedart,AWB2270195014,2026-07-03,2026-07-08,2026-07-07,,Ahmedabad,380001
OI-000245,ORD-2026-000155,CUST-0131,2026-07-01 18:03,APL-TOP-F-076,APL-TOP-F-076-L-LIL,L,Lilac,1,799,799,UPI,paid,delivered,DEL-FC1,Bluedart,AWB2270195014,2026-07-03,2026-07-08,2026-07-07,,Ahmedabad,380001
OI-000246,ORD-2026-000155,CUST-0131,2026-07-01 18:03,APL-BTM-M-013,APL-BTM-M-013-L-STO,L,Stone Grey,1,1299,1299,UPI,paid,delivered,DEL-FC1,Bluedart,AWB2270195014,2026-07-03,2026-07-08,2026-07-07,,Ahmedabad,380001
OI-000247,ORD-2026-000156,CUST-0110,2026-06-04 21:09,APL-BTM-M-064,APL-BTM-M-064-L-COR,L,Coral,1,999,999,COD,paid,delivered,MUM-FC1,Ekart,AWB6878258191,2026-06-07,2026-06-11,2026-06-13,,Bengaluru,560001
OI-000248,ORD-2026-000156,CUST-0110,2026-06-04 21:09,APL-BTM-M-066,APL-BTM-M-066-L-NAV,L,Navy,1,599,599,COD,paid,delivered,MUM-FC1,Ekart,AWB6878258191,2026-06-07,2026-06-11,2026-06-13,,Bengaluru,560001
OI-000249,ORD-2026-000157,CUST-0049,2026-06-14 19:05,APL-TOP-F-026,APL-TOP-F-026-XL-SKY,XL,Sky,1,999,999,COD,paid,delivered,BLR-FC1,DTDC,AWB6997248057,2026-06-15,2026-06-20,2026-06-16,,Kolkata,700001
OI-000250,ORD-2026-000158,CUST-0029,2026-06-09 18:06,APL-TOP-F-021,APL-TOP-F-021-M-COR,M,Coral,2,2299,4598,Credit/Debit Card,paid,delivered,MUM-FC1,XpressBees,AWB3992406293,2026-06-10,2026-06-16,2026-06-16,,Hyderabad,500001
OI-000251,ORD-2026-000159,CUST-0174,2026-07-15 10:55,APL-TOP-F-071,APL-TOP-F-071-S-LIG,S,Light Blue,1,2499,2499,Credit/Debit Card,paid,packed,MUM-FC1,,,,,,,Mumbai,400001
OI-000252,ORD-2026-000160,CUST-0050,2026-06-12 10:23,APL-TOP-M-057,APL-TOP-M-057-L-BLA,L,Black,1,2499,2499,UPI,refunded,returned,DEL-FC1,Delhivery,AWB7269388200,2026-06-14,2026-06-17,2026-06-15,Color mismatch,Pune,411001
OI-000253,ORD-2026-000160,CUST-0050,2026-06-12 10:23,APL-TOP-M-007,APL-TOP-M-007-L-WHI,L,White,1,1499,1499,UPI,refunded,returned,DEL-FC1,Delhivery,AWB7269388200,2026-06-14,2026-06-17,2026-06-15,Size too small,Pune,411001
OI-000254,ORD-2026-000161,CUST-0091,2026-06-14 13:51,APL-BTM-F-080,APL-BTM-F-080-XXL-COC,XXL,Cocoa,1,699,699,Credit/Debit Card,paid,delivered,DEL-FC1,Ekart,AWB9366724372,2026-06-17,2026-06-23,2026-06-23,,Mumbai,400001
OI-000255,ORD-2026-000162,CUST-0092,2026-06-11 09:02,APL-BTM-M-061,APL-BTM-M-061-XL-STO,XL,Stone,1,1799,1799,UPI,paid,delivered,MUM-FC1,XpressBees,AWB5384975600,2026-06-11,2026-06-16,2026-06-12,,Hyderabad,500001
OI-000256,ORD-2026-000163,CUST-0142,2026-06-06 18:24,APL-TOP-M-009,APL-TOP-M-009-XS-BLA,XS,Black,1,3999,3999,UPI,paid,delivered,BLR-FC1,XpressBees,AWB5271279991,2026-06-06,2026-06-10,2026-06-10,,Chandigarh,160017
OI-000257,ORD-2026-000164,CUST-0010,2026-07-15 21:30,APL-BTM-M-066,APL-BTM-M-066-S-GRE,S,Grey Melange,1,599,599,COD,pending,packed,MUM-FC1,,,,,,,Hyderabad,500001
OI-000258,ORD-2026-000165,CUST-0080,2026-06-21 08:13,APL-BTM-F-077,APL-BTM-F-077-L-MID,L,Mid-Blue,2,2299,4598,COD,paid,delivered,BLR-FC1,XpressBees,AWB7371316660,2026-06-22,2026-06-24,2026-06-24,,Kochi,682001
OI-000259,ORD-2026-000166,CUST-0156,2026-07-17 19:42,APL-TOP-F-023,APL-TOP-F-023-XS-EME,XS,Emerald,2,2299,4598,UPI,paid,confirmed,BLR-FC1,,,,,,,Chennai,600001
OI-000260,ORD-2026-000166,CUST-0156,2026-07-17 19:42,APL-TOP-M-009,APL-TOP-M-009-S-BLA,S,Black,2,3999,7998,UPI,paid,confirmed,BLR-FC1,,,,,,,Chennai,600001
OI-000261,ORD-2026-000167,CUST-0025,2026-06-12 18:36,APL-TOP-M-055,APL-TOP-M-055-M-BLA,M,Black,1,1799,1799,UPI,paid,delivered,DEL-FC1,Delhivery,AWB3728204247,2026-06-14,2026-06-18,2026-06-17,,Hyderabad,500001
OI-000262,ORD-2026-000167,CUST-0025,2026-06-12 18:36,APL-BTM-F-033,APL-BTM-F-033-M-ROS,M,Rosewood,1,1299,1299,UPI,paid,delivered,DEL-FC1,Delhivery,AWB3728204247,2026-06-14,2026-06-18,2026-06-17,,Hyderabad,500001
OI-000263,ORD-2026-000167,CUST-0025,2026-06-12 18:36,APL-TOP-M-006,APL-TOP-M-006-S-BLA,S,Black,2,2999,5998,UPI,paid,delivered,DEL-FC1,Delhivery,AWB3728204247,2026-06-14,2026-06-18,2026-06-17,,Hyderabad,500001
OI-000264,ORD-2026-000168,CUST-0124,2026-06-05 20:15,APL-TOP-F-023,APL-TOP-F-023-M-EME,M,Emerald,1,2299,2299,UPI,paid,delivered,BLR-FC1,XpressBees,AWB8612175610,2026-06-07,2026-06-13,2026-06-09,,Lucknow,226001
OI-000265,ORD-2026-000168,CUST-0124,2026-06-05 20:15,APL-TOP-M-053,APL-TOP-M-053-S-SAN,S,Sand,1,1999,1999,UPI,paid,delivered,BLR-FC1,XpressBees,AWB8612175610,2026-06-07,2026-06-13,2026-06-09,,Lucknow,226001
OI-000266,ORD-2026-000169,CUST-0147,2026-06-01 13:04,APL-BTM-M-014,APL-BTM-M-014-L-CHA,L,Charcoal,2,1999,3998,UPI,paid,delivered,BLR-FC1,DTDC,AWB8259698836,2026-06-02,2026-06-06,2026-06-08,,Delhi,110001
OI-000267,ORD-2026-000169,CUST-0147,2026-06-01 13:04,APL-BTM-F-082,APL-BTM-F-082-XXL-BLU,XXL,Blush,1,1199,1199,UPI,paid,delivered,BLR-FC1,DTDC,AWB8259698836,2026-06-02,2026-06-06,2026-06-08,,Delhi,110001
OI-000268,ORD-2026-000169,CUST-0147,2026-06-01 13:04,APL-TOP-M-053,APL-TOP-M-053-XXL-SAG,XXL,Sage,1,1999,1999,UPI,paid,delivered,BLR-FC1,DTDC,AWB8259698836,2026-06-02,2026-06-06,2026-06-08,,Delhi,110001
OI-000269,ORD-2026-000170,CUST-0006,2026-06-19 11:45,APL-TOP-F-068,APL-TOP-F-068-M-IVO,M,Ivory,1,1299,1299,UPI,refunded,cancelled,DEL-FC1,,,,,,,Ahmedabad,380001
OI-000270,ORD-2026-000171,CUST-0051,2026-07-11 10:38,APL-ACC-M-045,APL-ACC-M-045-FS-MUS,Free Size,Mustard,1,699,699,UPI,refunded,cancelled,BLR-FC1,,,,,,,Kochi,682001
OI-000271,ORD-2026-000172,CUST-0004,2026-06-02 11:20,APL-BTM-M-066,APL-BTM-M-066-XL-GRE,XL,Grey Melange,3,599,1797,COD,paid,delivered,MUM-FC1,Ekart,AWB4419919530,2026-06-02,2026-06-07,2026-06-03,,Kolkata,700001
OI-000272,ORD-2026-000172,CUST-0004,2026-06-02 11:20,APL-BTM-F-084,APL-BTM-F-084-XL-TAU,XL,Taupe,1,1499,1499,COD,paid,delivered,MUM-FC1,Ekart,AWB4419919530,2026-06-02,2026-06-07,2026-06-03,,Kolkata,700001
OI-000273,ORD-2026-000173,CUST-0119,2026-07-13 13:36,APL-TOP-F-024,APL-TOP-F-024-S-LIL,S,Lilac,1,1499,1499,COD,paid,delivered,MUM-FC1,Ekart,AWB1670837387,2026-07-13,2026-07-15,2026-07-15,,Chandigarh,160017
OI-000274,ORD-2026-000174,CUST-0093,2026-06-23 17:55,APL-TOP-F-072,APL-TOP-F-072-XXL-BLA,XXL,Black,3,2999,8997,COD,paid,delivered,DEL-FC1,DTDC,AWB4278385201,2026-06-25,2026-06-30,2026-07-01,,Pune,411001
OI-000275,ORD-2026-000175,CUST-0117,2026-06-29 16:17,APL-ACC-F-100,APL-ACC-F-100-S-BEI,S,Beige,1,499,499,COD,refunded,returned,BLR-FC1,Bluedart,AWB9709984274,2026-07-01,2026-07-06,2026-07-03,Received damaged,Lucknow,226001
OI-000276,ORD-2026-000176,CUST-0047,2026-06-20 19:09,APL-BTM-M-066,APL-BTM-M-066-XL-NAV,XL,Navy,1,599,599,Credit/Debit Card,paid,delivered,MUM-FC1,Delhivery,AWB8987929730,2026-06-22,2026-06-25,2026-06-24,,Delhi,110001
OI-000277,ORD-2026-000176,CUST-0047,2026-06-20 19:09,APL-TOP-F-071,APL-TOP-F-071-XS-LIG,XS,Light Blue,1,2499,2499,Credit/Debit Card,paid,delivered,MUM-FC1,Delhivery,AWB8987929730,2026-06-22,2026-06-25,2026-06-24,,Delhi,110001
OI-000278,ORD-2026-000177,CUST-0007,2026-07-18 09:51,APL-ACC-M-046,APL-ACC-M-046-L-GRE,L,Grey,2,499,998,Netbanking,paid,confirmed,DEL-FC1,,,,,,,Bengaluru,560001
OI-000279,ORD-2026-000178,CUST-0161,2026-07-13 08:16,APL-ACC-F-044,APL-ACC-F-044-FS-FOR,Free Size,Forest Green,1,799,799,COD,paid,delivered,BLR-FC1,Ekart,AWB4396586867,2026-07-14,2026-07-17,2026-07-18,,Pune,411001
OI-000280,ORD-2026-000178,CUST-0161,2026-07-13 08:16,APL-TOP-F-019,APL-TOP-F-019-L-FLH,L,Floral Teal,1,1999,1999,COD,paid,delivered,BLR-FC1,Ekart,AWB4396586867,2026-07-14,2026-07-17,2026-07-18,,Pune,411001
OI-000281,ORD-2026-000178,CUST-0161,2026-07-13 08:16,APL-TOP-M-053,APL-TOP-M-053-XS-SAN,XS,Sand,1,1999,1999,COD,paid,delivered,BLR-FC1,Ekart,AWB4396586867,2026-07-14,2026-07-17,2026-07-18,,Pune,411001
OI-000282,ORD-2026-000179,CUST-0064,2026-06-17 17:28,APL-TOP-F-018,APL-TOP-F-018-M-BLA,M,Black,3,599,1797,Credit/Debit Card,refunded,returned,BLR-FC1,Delhivery,AWB4710709688,2026-06-18,2026-06-23,2026-06-21,Size too small,Chandigarh,160017
OI-000283,ORD-2026-000179,CUST-0064,2026-06-17 17:28,APL-TOP-F-023,APL-TOP-F-023-XS-CHA,XS,Champagne,1,2299,2299,Credit/Debit Card,refunded,returned,BLR-FC1,Delhivery,AWB4710709688,2026-06-18,2026-06-23,2026-06-21,Different from images,Chandigarh,160017
OI-000284,ORD-2026-000180,CUST-0039,2026-06-29 20:10,APL-TOP-M-004,APL-TOP-M-004-XL-MAR,XL,Maroon,1,1999,1999,COD,paid,delivered,MUM-FC1,XpressBees,AWB2007648388,2026-06-30,2026-07-06,2026-07-06,,Lucknow,226001
OI-000285,ORD-2026-000180,CUST-0039,2026-06-29 20:10,APL-ACC-M-035,APL-ACC-M-035-FS-SIL,Free Size,Silver-Grey,1,999,999,COD,paid,delivered,MUM-FC1,XpressBees,AWB2007648388,2026-06-30,2026-07-06,2026-07-06,,Lucknow,226001
OI-000286,ORD-2026-000181,CUST-0111,2026-06-15 08:57,APL-TOP-F-068,APL-TOP-F-068-M-IVO,M,Ivory,1,1299,1299,UPI,paid,delivered,DEL-FC1,DTDC,AWB3321166132,2026-06-16,2026-06-19,2026-06-22,,Ahmedabad,380001
OI-000287,ORD-2026-000181,CUST-0111,2026-06-15 08:57,APL-TOP-M-008,APL-TOP-M-008-XL-STE,XL,Steel Grey,1,799,799,UPI,paid,delivered,DEL-FC1,DTDC,AWB3321166132,2026-06-16,2026-06-19,2026-06-22,,Ahmedabad,380001
OI-000288,ORD-2026-000182,CUST-0020,2026-07-03 22:14,APL-ACC-F-044,APL-ACC-F-044-FS-FOR,Free Size,Forest Green,1,799,799,UPI,paid,delivered,BLR-FC1,Delhivery,AWB5500510674,2026-07-04,2026-07-10,2026-07-09,,Chennai,600001
OI-000289,ORD-2026-000182,CUST-0020,2026-07-03 22:14,APL-TOP-M-002,APL-TOP-M-002-XS-WHI,XS,White,1,1499,1499,UPI,paid,delivered,BLR-FC1,Delhivery,AWB5500510674,2026-07-04,2026-07-10,2026-07-09,,Chennai,600001
OI-000290,ORD-2026-000182,CUST-0020,2026-07-03 22:14,APL-TOP-M-054,APL-TOP-M-054-L-GRE,L,Grey Melange,1,1499,1499,UPI,paid,delivered,BLR-FC1,Delhivery,AWB5500510674,2026-07-04,2026-07-10,2026-07-09,,Chennai,600001
OI-000291,ORD-2026-000182,CUST-0020,2026-07-03 22:14,APL-BTM-M-010,APL-BTM-M-010-XS-IND,XS,Indigo,1,1999,1999,UPI,paid,delivered,BLR-FC1,Delhivery,AWB5500510674,2026-07-04,2026-07-10,2026-07-09,,Chennai,600001
OI-000292,ORD-2026-000183,CUST-0069,2026-06-30 14:24,APL-TOP-M-005,APL-TOP-M-005-M-NAV,M,Navy,1,1499,1499,COD,paid,delivered,DEL-FC1,Delhivery,AWB1498926562,2026-07-01,2026-07-07,2026-07-06,,Kolkata,700001
OI-000293,ORD-2026-000183,CUST-0069,2026-06-30 14:24,APL-TOP-M-055,APL-TOP-M-055-M-BLA,M,Black,1,1799,1799,COD,paid,delivered,DEL-FC1,Delhivery,AWB1498926562,2026-07-01,2026-07-07,2026-07-06,,Kolkata,700001
OI-000294,ORD-2026-000184,CUST-0166,2026-06-17 15:36,APL-TOP-F-069,APL-TOP-F-069-S-MOC,S,Mocha,1,999,999,Credit/Debit Card,refunded,cancelled,MUM-FC1,,,,,,,Ahmedabad,380001
OI-000295,ORD-2026-000184,CUST-0166,2026-06-17 15:36,APL-TOP-M-058,APL-TOP-M-058-XL-WHI,XL,White,1,599,599,Credit/Debit Card,refunded,cancelled,MUM-FC1,,,,,,,Ahmedabad,380001
OI-000296,ORD-2026-000185,CUST-0097,2026-07-10 16:17,APL-TOP-M-056,APL-TOP-M-056-L-WAS,L,Washed Black,1,2999,2999,UPI,paid,delivered,MUM-FC1,Bluedart,AWB8394049673,2026-07-12,2026-07-16,2026-07-17,,Lucknow,226001
OI-000297,ORD-2026-000185,CUST-0097,2026-07-10 16:17,APL-ACC-F-037,APL-ACC-F-037-FS-GLO,Free Size,Glossy Black,1,999,999,UPI,paid,delivered,MUM-FC1,Bluedart,AWB8394049673,2026-07-12,2026-07-16,2026-07-17,,Lucknow,226001
OI-000298,ORD-2026-000186,CUST-0094,2026-06-23 21:23,APL-TOP-F-022,APL-TOP-F-022-XXL-WHI,XXL,White,1,1499,1499,Credit/Debit Card,paid,delivered,DEL-FC1,Delhivery,AWB8807265600,2026-06-25,2026-06-29,2026-06-26,,Ahmedabad,380001
OI-000299,ORD-2026-000187,CUST-0094,2026-06-11 16:19,APL-BTM-M-067,APL-BTM-M-067-XL-BRO,XL,Brown,1,1799,1799,COD,refunded,returned,MUM-FC1,Delhivery,AWB3221948558,2026-06-13,2026-06-18,2026-06-14,Size too large,Ahmedabad,380001
OI-000300,ORD-2026-000187,CUST-0094,2026-06-11 16:19,APL-BTM-F-084,APL-BTM-F-084-XS-TAU,XS,Taupe,1,1499,1499,COD,refunded,returned,MUM-FC1,Delhivery,AWB3221948558,2026-06-13,2026-06-18,2026-06-14,Received damaged,Ahmedabad,380001
OI-000301,ORD-2026-000188,CUST-0088,2026-07-02 16:12,APL-BTM-F-028,APL-BTM-F-028-XXL-BLA,XXL,Black,1,1499,1499,UPI,refunded,cancelled,DEL-FC1,,,,,,,Kochi,682001
OI-000302,ORD-2026-000188,CUST-0088,2026-07-02 16:12,APL-BTM-F-033,APL-BTM-F-033-M-GRE,M,Grey Melange,1,1299,1299,UPI,refunded,cancelled,DEL-FC1,,,,,,,Kochi,682001
OI-000303,ORD-2026-000189,CUST-0113,2026-07-15 21:05,APL-TOP-M-053,APL-TOP-M-053-XL-WHI,XL,White,1,1999,1999,Credit/Debit Card,paid,shipped,BLR-FC1,Delhivery,AWB2577002153,2026-07-18,2026-07-23,,,Kochi,682001
